x,y
1,47.03154775159055
2,-30.641156273690285
3,94.54009487385338
4,57.589002667649765
5,-171.28153783403104
6,248.75434704055078
7,121.31078412527859
8,230.6558528987298
9,178.62268224102445
10,356.9682599301377
11,221.22955386654212
12,131.1141351187689
13,-48.36259845421591
14,-114.72374364086136
15,-1.6081552545292652
16,150.7208371057277
17,98.68766644801508
18,152.60609691216814
19,347.1649089366547
20,17.62149477114872
21,35.342936951674346
22,126.96656354459992
23,-205.97031827250612
24,-57.41184552512277
25,-78.14970339594583
26,424.8376129619428
27,79.4580164223371
28,4.424676126072882
29,17.998546732436807
30,34.58883302909817
31,149.58968122186343
32,-37.428091576875886
33,14.605079080844007
34,-141.8714848535892
35,474.6084718519269
36,-23.47716900922387
37,258.93474999531463
38,231.03290486001788
39,140.54043415095657
40,111.13038117051474
41,58.34310659021867
42,36.851144796819426
43,381.0995854525536
44,18.375598693724896
45,194.08181265382154
46,272.88567256296665
47,38.73640460325987
48,70.03171739014215
49,-86.8218985055646
50,43.26102813871694
51,69.27761346757325
52,450.8541982907991
53,32.326521261369635
54,408.62437862656225
55,197.85233226670243
56,-5.3786748674101545
57,67.39235366112553
58,337.3615579431789
59,294.75468631766125
60,-53.26427395095379
61,645.7900622765737
62,279.2955559048569
63,452.3624061359442
64,459.5263934004106
65,262.7052696081955
66,595.2650994640062
67,70.40876935143024
68,113.76974489952408
69,128.85182335104037
70,-12.165610170595755
71,-12.919714093164657
72,-200.69159081448015
73,-22.723065086647694
74,255.9183343050172
75,-137.72391327942023
76,132.2452910026259
77,165.4258635959559
78,-5.7557268286982435
79,227.63943720843963
80,-16.313181744757458
81,123.95014785429521
82,412.01784627815505
83,225.37712544070382
84,259.3118019566027
85,-92.47767792488594
86,-90.2153661571574
87,205.39337149244966
88,140.54043415095657
89,531.5433180063774
90,298.1481539692468
91,215.95082640851615
92,284.95133532417094
93,230.27880093744898
94,262.32821764690743
95,300.7875176982634
96,-4.624570944833977
97,224.24596955684683
98,112.26153705437173
99,378.46022172354424
100,-32.526416080123454
101,113.0156409769479
102,108.8680694027862
103,141.67159003482084
104,87.37610760937969
105,116.03205666725262
106,283.82017944031395
107,364.8863511171803
108,301.1645696595515
109,171.45869497655076
110,331.3287265625695
111,218.96724209882086
112,220.09839798267785
113,124.70425177687139
114,340.00092167218827
115,541.3466689998604
116,182.39320185390534
117,173.72100674428657
118,165.0488116346678
119,253.65602253728866
120,208.40978718275437
121,309.45971280788217
122,517.2153434774445
123,-54.01837787353725
124,279.2955559048569
125,181.63909793132916
126,257.04949018888146
127,323.0335834142388
128,309.0826608465941
129,119.42552431884542
130,123.19604393171903
131,-91.34652204102167
132,249.88550292441505
133,99.81882233187935
134,45.14628794515011
135,116.7861605898288
136,249.88550292441505
137,-36.29693569300434
138,356.21415600756154
139,75.6874968094562
140,297.0169980853825
141,195.967072460262
142,392.0340923299009
143,409.7555345104265
144,132.2452910026259
145,213.68851464078034
146,202.7540077634403
147,97.17945860286272
148,41.37576833226922
149,-100.39576911192853
150,-138.8550691632845
151,-116.23195148601371
152,42.129872254845395
153,-18.575493512478715
154,-135.0845495504036
155,254.41012645986484
156,237.0657362406273
157,105.85165371248877
158,93.40893898998911
159,11.965715351827384
160,96.80240664157463
161,223.86891759555874
162,-118.49426325374225
163,95.29419879642228
164,60.982470319242566
165,-119.24836717631842
166,106.22870567377686
167,-34.78872784785926
168,43.26102813871694
169,-17.067285667333636
170,311.3449726143226
171,165.4258635959559
172,1.4082604357754462
173,135.6387586542187
174,272.13156864039047
175,90.3925232996844
176,114.52384882210754
177,177.1144743958721
178,208.40978718275437
179,191.819500886093
180,196.34412442155008
181,143.55684984126128
182,218.5901901375255
183,550.0188641094792
184,304.9350892724251
185,164.29470771209162
186,177.49152635716018
187,421.8211972716381
188,425.5917168845117
189,382.9848452590013
190,15.736234964708274
191,248.00024311796733
192,307.5744530014417
193,365.64045503976376
194,152.60609691216814
195,160.14713613792264
196,368.2798187687731
197,297.3940500466706
198,228.77059309229662
199,40.998716370988404
200,142.42569395739702
201,36.851144796819426
202,-112.4614318731401
203,378.46022172354424
204,224.24596955684683
205,126.58951158331183
206,292.4923745499327
207,256.6724382275934
208,370.54213053650165
209,267.2298931436526
210,111.88448509309092
211,99.81882233187935
212,344.9025971689334
213,220.47544994396594
214,278.541451982288
215,194.83591657639772
216,292.86942651121353
217,-20.08370135763107
218,200.1146440344237
219,289.0989068983399
220,326.04999910454353
221,180.50794204745762
222,-141.8714848535892
223,118.29436843498115
224,148.83557729928725
225,70.03171739014215
226,271.0004127565262
227,307.9515049627298
228,164.6717596733797
229,-16.313181744757458
230,235.18047643418686
231,-66.08404063474154
232,377.32906583967997
233,203.5081116860165
234,354.70594816241646
235,109.6221733253551
236,296.26289416280633
237,332.83693440772186
238,373.5585462267991
239,364.13224719460413
240,424.08350903935934
241,500.2480052194951
242,388.64062467831536
243,437.65737964572327
244,129.98297923489736
245,48.53975559674291
246,223.11481367298256
247,165.0488116346678
248,191.44244892480492
249,193.32770873124537
250,237.81984016320348
251,213.68851464078034
