x,y
1850,6.046934193161136
1851,6.046934193161136
1852,6.046934193161136
1853,6.046934193161136
1854,6.046934193161136
1855,6.046934193161136
1856,6.046934193161136
1857,6.046934193161136
1858,6.046934193161136
1859,6.046934193161136
1860,6.046934193161136
1861,6.046934193161136
1862,6.046934193161136
1863,6.046934193161136
1864,6.046934193161136
1865,6.046934193161136
1866,6.046934193161136
1867,6.046934193161136
1868,6.046934193161136
1869,6.046934193161136
1870,6.046934193161136
1871,6.046934193161136
1872,6.046934193161136
1873,6.046934193161136
1874,6.046934193161136
1875,6.046934193161136
1876,6.046934193161136
1877,6.046934193161136
1878,6.046934193161136
1879,6.046934193161136
1880,6.046934193161136
1881,6.046934193161136
1882,6.046934193161136
1883,6.046934193161136
1884,6.046934193161136
1885,6.046934193161136
1886,6.046934193161136
1887,6.046934193161136
1888,6.046934193161136
1889,6.046934193161136
1890,6.046934193161136
1891,6.046934193161136
1892,6.046934193161136
1893,6.046934193161136
1894,6.046934193161136
1895,6.046934193161136
1896,6.046934193161136
1897,6.046934193161136
1898,6.046934193161136
1899,6.046934193161136
1900,6.046934193161136
1901,6.046934193161136
1902,6.046934193161136
1903,6.046934193161136
1904,6.046934193161136
1905,6.046934193161136
1906,6.046934193161136
1907,6.046934193161136
1908,6.046934193161136
1909,6.046934193161136
1910,6.046934193161136
1911,6.046934193161136
1912,6.046934193161136
1913,6.046934193161136
1914,6.046934193161136
1915,6.046934193161136
1916,6.046934193161136
1917,6.046934193161136
1918,6.046934193161136
1919,6.046934193161136
1920,6.046934193161136
1921,6.046934193161136
1922,6.046934193161136
1923,6.046934193161136
1924,6.046934193161136
1925,6.046934193161136
1926,6.046934193161136
1927,6.046934193161136
1928,6.046934193161136
1929,6.046934193161136
1930,6.046934193161136
1931,6.046934193161136
1932,6.046934193161136
1933,6.046934193161136
1934,6.046934193161136
1935,6.046934193161136
1936,6.046934193161136
1937,6.046934193161136
1938,6.046934193161136
1939,6.046934193161136
1940,6.046934193161136
1941,6.046934193161136
1942,6.046934193161136
1943,6.046934193161136
1944,6.046934193161136
1945,6.046934193161136
1946,6.046934193161136
1947,6.046934193161136
1948,6.046934193161136
1949,6.046934193161136
1950,6.046934193161136
1951,6.046934193161136
1952,6.046934193161136
1953,6.046934193161136
1954,6.046934193161136
1955,6.046934193161136
1956,6.046934193161136
1957,6.046934193161136
1958,6.046934193161136
1959,6.046934193161136
1960,6.046934193161136
1961,6.046934193161136
1962,6.046934193161136
1963,6.046934193161136
1964,6.046934193161136
1965,6.046934193161136
1966,6.046934193161136
1967,6.046934193161136
1968,6.046934193161136
1969,6.046934193161136
1970,6.046934193161136
1971,6.046934193161136
1972,6.046934193161136
1973,6.046934193161136
1974,6.046934193161136
1975,6.046934193161136
1976,6.046934193161136
1977,6.046934193161136
1978,6.046934193161136
1979,6.046934193161136
1980,6.046934193161136
1981,6.046934193161136
1982,6.046934193161136
1983,6.046934193161136
1984,6.046934193161136
1985,6.046934193161136
1986,6.046934193161136
1987,6.046934193161136
1988,6.046934193161136
1989,6.046934193161136
1990,6.046934193161136
1991,6.046934193161136
1992,6.046934193161136
1993,6.464204669982658
1994,6.464204669982658
1995,6.464204669982658
1996,6.464204669982658
1997,6.464204669982658
1998,6.464204669982658
1999,6.464204669982658
2e3,6.5871240379006375
